"","X","LF_Number","LF_Name","HPDG_total_count","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","X_Future","HPDG_total_count_Future","VH_total_count_Future","H_total_count_Future","M_total_count_Future","L_total_count_Future","VL_total_count_Future","LPDG_total_count_Future"
"SOMASS RIVER.37",37,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,40,0,0,0,0,0,1,0
"SOMASS RIVER.38",38,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,1,0,41,0,0,0,0,0,1,0
"SOMASS RIVER.39",39,19,"LF19: Mortality or fitness reduction due to early alevin emergence",0,0,0,0,0,1,0,36,0,0,0,0,1,0,0
"SOMASS RIVER.40",40,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,42,0,0,0,0,0,1,0
"SOMASS RIVER.41",41,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,1,0,43,0,0,0,0,0,1,0
"SOMASS RIVER.42",42,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,0,0,0,0,1,0,44,0,0,0,0,0,1,0
"SOMASS RIVER.43",43,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"SOMASS RIVER.44",44,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"SOMASS RIVER.45",45,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"SOMASS RIVER.46",46,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"SOMASS RIVER.47",47,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"SOMASS RIVER.48",48,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"SOMASS RIVER.49",49,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"SOMASS RIVER.50",50,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"SOMASS RIVER.51",51,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"SOMASS RIVER.52",52,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"SOMASS RIVER.53",53,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"SOMASS RIVER.54",54,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"SOMASS RIVER.55",55,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"SOMASS RIVER.56",56,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"SOMASS RIVER.57",57,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"SOMASS RIVER.58",58,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"SOMASS RIVER.59",59,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"SOMASS RIVER.60",60,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,1,0,0,0,29,0,0,1,0,0,0,0
"SOMASS RIVER.61",61,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,1,0,0,0,30,0,0,1,0,0,0,0
"SOMASS RIVER.62",62,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,0,0,1,0,0,0,66,0,0,0,1,0,0,0
"SOMASS RIVER.63",63,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,1,0,0,0,67,0,0,0,1,0,0,0
"SOMASS RIVER.64",64,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,1,0,0,0,32,0,0,1,0,0,0,0
"SOMASS RIVER.65",65,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,0,1,0,0,0,33,0,0,1,0,0,0,0
"SOMASS RIVER.66",66,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,1,0,0,0,27,0,1,0,0,0,0,0
"SOMASS RIVER.67",67,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,1,0,0,0,34,0,0,1,0,0,0,0
"SOMASS RIVER.68",68,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",0,0,0,1,0,0,0,35,0,0,1,0,0,0,0
"SARITA RIVER.1",1,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SARITA RIVER.2",2,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"SARITA RIVER.3",3,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"SARITA RIVER.4",4,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"SARITA RIVER.5",5,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"SARITA RIVER.6",6,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"SARITA RIVER.7",7,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"SARITA RIVER.8",8,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"SARITA RIVER.9",9,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"SARITA RIVER.10",10,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"SARITA RIVER.11",11,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"SARITA RIVER.12",12,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"SARITA RIVER.13",13,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"SARITA RIVER.14",14,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"SARITA RIVER.15",15,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"SARITA RIVER.16",16,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"SARITA RIVER.17",17,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"SARITA RIVER.18",18,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"SARITA RIVER.19",19,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"SARITA RIVER.20",20,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,1,0,0,0,0,0,20,0,1,0,0,0,0,0
"SARITA RIVER.21",21,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,1,0,0,0,0,0,21,0,1,0,0,0,0,0
"SARITA RIVER.22",22,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,1,0,0,0,0,0,22,0,1,0,0,0,0,0
"SARITA RIVER.23",23,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",0,1,0,0,0,0,0,67,0,0,0,1,0,0,0
"SARITA RIVER.24",24,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",0,0,1,0,0,0,0,26,0,0,1,0,0,0,0
"SARITA RIVER.25",25,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",0,0,1,0,0,0,0,27,0,0,1,0,0,0,0
"SARITA RIVER.26",26,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,0,1,0,0,0,0,68,0,0,0,1,0,0,0
"SARITA RIVER.27",27,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,1,0,0,28,0,0,0,0,1,0,0
"SARITA RIVER.28",28,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,1,0,0,29,0,0,0,0,1,0,0
"SARITA RIVER.29",29,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",0,0,0,0,1,0,0,30,0,0,0,0,1,0,0
"SARITA RIVER.30",30,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,1,0,0,31,0,0,0,0,1,0,0
"SARITA RIVER.31",31,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"SARITA RIVER.32",32,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"SARITA RIVER.33",33,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"SARITA RIVER.34",34,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,0,1,0,38,0,0,0,0,0,1,0
"SARITA RIVER.35",35,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,1,0,39,0,0,0,0,0,1,0
"SARITA RIVER.36",36,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,40,0,0,0,0,0,1,0
"SARITA RIVER.37",37,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,41,0,0,0,0,0,1,0
"SARITA RIVER.38",38,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,42,0,0,0,0,0,1,0
"SARITA RIVER.39",39,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,0,0,1,0,43,0,0,0,0,0,1,0
"SARITA RIVER.40",40,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,44,0,0,0,0,0,1,0
"SARITA RIVER.41",41,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,1,0,45,0,0,0,0,0,1,0
"SARITA RIVER.42",42,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,46,0,0,0,0,0,1,0
"SARITA RIVER.43",43,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,47,0,0,0,0,0,1,0
"SARITA RIVER.44",44,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,48,0,0,0,0,0,1,0
"SARITA RIVER.45",45,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",0,0,0,0,0,1,0,49,0,0,0,0,0,1,0
"SARITA RIVER.46",46,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",0,0,0,0,0,1,0,50,0,0,0,0,0,1,0
"SARITA RIVER.47",47,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,1,0,51,0,0,0,0,0,1,0
"SARITA RIVER.48",48,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",0,0,0,0,0,1,0,52,0,0,0,0,0,1,0
"SARITA RIVER.49",49,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"SARITA RIVER.50",50,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"SARITA RIVER.51",51,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"SARITA RIVER.52",52,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"SARITA RIVER.53",53,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"SARITA RIVER.54",54,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"SARITA RIVER.55",55,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"SARITA RIVER.56",56,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"SARITA RIVER.57",57,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,1,0,0,0,61,0,0,0,1,0,0,0
"SARITA RIVER.58",58,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,0,1,0,0,0,62,0,0,0,1,0,0,0
"SARITA RIVER.59",59,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,1,0,0,0,23,0,0,1,0,0,0,0
"SARITA RIVER.60",60,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,1,0,0,0,63,0,0,0,1,0,0,0
"SARITA RIVER.61",61,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,1,0,0,0,64,0,0,0,1,0,0,0
"SARITA RIVER.62",62,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",0,0,0,1,0,0,0,65,0,0,0,1,0,0,0
"SARITA RIVER.63",63,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,1,0,0,0,66,0,0,0,1,0,0,0
"SARITA RIVER.64",64,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,1,0,0,0,32,0,0,0,0,1,0,0
"SARITA RIVER.65",65,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,1,0,0,0,33,0,0,0,0,1,0,0
"SARITA RIVER.66",66,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",0,0,0,1,0,0,0,24,0,0,1,0,0,0,0
"SARITA RIVER.67",67,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,0,1,0,0,0,25,0,0,1,0,0,0,0
"SARITA RIVER.68",68,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,0,0,1,0,0,0,34,0,0,0,0,1,0,0
"MEGIN RIVER.1",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"MEGIN RIVER.2",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"MEGIN RIVER.3",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"MEGIN RIVER.4",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"MEGIN RIVER.5",5,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"MEGIN RIVER.6",6,20,"LF20: Mortality or fitness reduction due to redd overspawn",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"MEGIN RIVER.7",7,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"MEGIN RIVER.8",8,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"MEGIN RIVER.9",9,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"MEGIN RIVER.10",10,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"MEGIN RIVER.11",11,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"MEGIN RIVER.12",12,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"MEGIN RIVER.13",13,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"MEGIN RIVER.14",14,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"MEGIN RIVER.15",15,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"MEGIN RIVER.16",16,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"MEGIN RIVER.17",17,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"MEGIN RIVER.18",18,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"MEGIN RIVER.19",19,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"MEGIN RIVER.20",20,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"MEGIN RIVER.21",21,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"MEGIN RIVER.22",22,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0
"MEGIN RIVER.23",23,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,23,1,0,0,0,0,0,0
"MEGIN RIVER.24",24,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,24,1,0,0,0,0,0,0
"MEGIN RIVER.25",25,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,25,1,0,0,0,0,0,0
"MEGIN RIVER.26",26,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,26,1,0,0,0,0,0,0
"MEGIN RIVER.27",27,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"MEGIN RIVER.28",28,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,28,1,0,0,0,0,0,0
"MEGIN RIVER.29",29,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,29,1,0,0,0,0,0,0
"MEGIN RIVER.30",30,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,30,1,0,0,0,0,0,0
"MEGIN RIVER.31",31,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,31,1,0,0,0,0,0,0
"MEGIN RIVER.32",32,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",0,0,1,0,0,0,0,32,0,1,0,0,0,0,0
"MEGIN RIVER.33",33,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"MEGIN RIVER.34",34,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,1,0,50,0,0,0,0,0,1,0
"MEGIN RIVER.35",35,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,51,0,0,0,0,0,1,0
"MEGIN RIVER.36",36,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,34,0,0,0,0,1,0,0
"MEGIN RIVER.37",37,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,52,0,0,0,0,0,1,0
"MEGIN RIVER.38",38,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,0,0,0,1,0,35,0,0,0,0,1,0,0
"MEGIN RIVER.39",39,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,0,1,0,53,0,0,0,0,0,1,0
"MEGIN RIVER.40",40,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,54,0,0,0,0,0,1,0
"MEGIN RIVER.41",41,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,55,0,0,0,0,0,1,0
