W,LF_Name,LF,CI,CL,CV,FV,CR,FR,TR
Tahsis,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,1,1,1,31,1,1,1
Tahsis,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Tahsis,LF13: Mortality or fitness reduction as a result of poor pH levels,13,0,0,0,0,0,0,0
Tahsis,LF14: Mortality or fitness reduction as a result of changes to salinity,14,0,0,0,0,0,0,0
Tahsis,LF15: Mortality or fitness reduction due to deleterious substances,15,0,0,0,0,0,0,0
Tahsis,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Tahsis,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Tahsis,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Tahsis,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF20: Mortality or fitness reduction due to redd overspawn,20,1,1,1,31,1,1,1
Tahsis,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Tahsis,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Tahsis,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,0,0,0,0,0,0,0
Tahsis,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,0,0,0,0,0,0,0
Tahsis,LF28: Mortality or fitness reduction as a result of poor pH levels,28,0,0,0,0,0,0,0
Tahsis,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Tahsis,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Tahsis,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Tahsis,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Tahsis,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,0,0,0,0,0,0,0
Tahsis,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Tahsis,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,4,5,20,45,5,5,25
Tahsis,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,4,5,20,45,5,5,25
Tahsis,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,3,5,15,44,4,5,20
Tahsis,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,0,0,0,0,0,0,0
Tahsis,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Tahsis,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,1,1,1,31,1,1,1
Tahsis,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,0,0,0,0,0,0,0
Tahsis,LF44: Mortality or fitness reduction as a result of poor pH levels,44,0,0,0,0,0,0,0
Tahsis,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Tahsis,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Tahsis,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Tahsis,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Tahsis,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,0,0,0,0,0,0,0
Tahsis,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,3,5,15,44,4,5,20
Tahsis,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,0,0,0,0,0,0,0
Tahsis,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Tahsis,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,3,5,15,34,4,4,16
Tahsis,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,3,5,15,34,4,4,16
Tahsis,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,3,5,15,34,4,4,16
Tahsis,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,3,5,15,34,4,4,16
Tahsis,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,4,5,20,35,5,5,25
Tahsis,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,4,5,20,35,5,5,25
Tahsis,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,0,0,0,0,0,0,0
Tahsis,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Tahsis,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,0,0,0,0,0,0,0
Tahsis,LF63: Mortality or fitness reduction as a result of poor pH levels,63,0,0,0,0,0,0,0
Tahsis,LF64: Mortality or fitness reduction due to increases in salinity,64,0,0,0,0,0,0,0
Tahsis,LF65: Mortality or fitness reduction due to deleterious substances,65,0,0,0,0,0,0,0
Tahsis,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Tahsis,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Tahsis,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,4,1,4,42,2,2,4
Tahsis,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,4,4,16,34,4,4,16
Tahsis,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Leiner,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,0,0,0,0,0,0,0
Leiner,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Leiner,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Leiner,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Leiner,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Leiner,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,1,1,1,41,1,2,2
Leiner,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,1,1,41,1,2,2
Leiner,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,41,1,2,2
Leiner,LF9: Mortality or fitness reduction due to fishing,9,1,2,2,41,1,2,2
Leiner,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,1,1,1,31,1,1,1
Leiner,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,1,1,41,1,2,2
Leiner,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Leiner,LF13: Mortality or fitness reduction as a result of poor pH levels,13,0,0,0,0,0,0,0
Leiner,LF14: Mortality or fitness reduction as a result of changes to salinity,14,0,0,0,0,0,0,0
Leiner,LF15: Mortality or fitness reduction due to deleterious substances,15,0,0,0,0,0,0,0
Leiner,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Leiner,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Leiner,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Leiner,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Leiner,LF20: Mortality or fitness reduction due to redd overspawn,20,1,1,1,31,1,1,1
Leiner,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,-1,1,-1,-1-1,-1,-1,1
Leiner,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Leiner,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Leiner,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Leiner,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Leiner,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,0,0,0,0,0,0,0
Leiner,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,0,0,0,0,0,0,0
Leiner,LF28: Mortality or fitness reduction as a result of poor pH levels,28,0,0,0,0,0,0,0
Leiner,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Leiner,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Leiner,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Leiner,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Leiner,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,0,0,0,0,0,0,0
Leiner,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Leiner,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Leiner,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,2,3,6,42,2,2,4
Leiner,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,2,3,6,42,2,2,4
Leiner,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,2,3,6,42,2,2,4
Leiner,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Leiner,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,-1,1,-1,-1-1,-1,-1,1
Leiner,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Leiner,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,1,1,1,31,1,1,1
Leiner,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,0,0,0,0,0,0,0
Leiner,LF44: Mortality or fitness reduction as a result of poor pH levels,44,0,0,0,0,0,0,0
Leiner,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Leiner,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Leiner,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Leiner,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Leiner,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,0,0,0,0,0,0,0
Leiner,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,2,4,8,43,3,4,12
Leiner,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Leiner,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,0,0,0,0,0,0,0
Leiner,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Leiner,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,2,3,6,42,2,2,4
Leiner,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,2,3,6,42,2,2,4
Leiner,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,2,3,6,42,2,2,4
Leiner,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,2,3,6,42,2,2,4
Leiner,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,3,4,12,43,3,4,12
Leiner,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,3,4,12,43,3,4,12
Leiner,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,0,0,0,0,0,0,0
Leiner,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Leiner,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,0,0,0,0,0,0,0
Leiner,LF63: Mortality or fitness reduction as a result of poor pH levels,63,0,0,0,0,0,0,0
Leiner,LF64: Mortality or fitness reduction due to increases in salinity,64,0,0,0,0,0,0,0
Leiner,LF65: Mortality or fitness reduction due to deleterious substances,65,0,0,0,0,0,0,0
Leiner,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Leiner,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Leiner,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,5,5,25,45,5,5,25
Leiner,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,4,4,16,34,4,4,16
Leiner,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Tsowwin,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Tsowwin,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,0
Tsowwin,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Tsowwin,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Tsowwin,LF9: Mortality or fitness reduction due to fishing,9,2,1,2,31,1,1,1
Tsowwin,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,1,2,2,32,1,1,1
Tsowwin,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,0,0,0,0,0,0,0
Tsowwin,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Tsowwin,LF13: Mortality or fitness reduction as a result of poor pH levels,13,0,0,0,0,0,0,0
Tsowwin,LF14: Mortality or fitness reduction as a result of changes to salinity,14,0,0,0,0,0,0,0
Tsowwin,LF15: Mortality or fitness reduction due to deleterious substances,15,0,0,0,0,0,0,0
Tsowwin,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,2,2,32,1,1,1
Tsowwin,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,2,2,32,1,1,1
Tsowwin,LF18: Mortality due to redd disturbance by humans,18,1,2,2,32,1,1,1
Tsowwin,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF20: Mortality or fitness reduction due to redd overspawn,20,1,2,2,32,1,1,1
Tsowwin,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Tsowwin,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Tsowwin,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,0,0,0,0,0,0,0
Tsowwin,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,0,0,0,0,0,0,0
Tsowwin,LF28: Mortality or fitness reduction as a result of poor pH levels,28,0,0,0,0,0,0,0
Tsowwin,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Tsowwin,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Tsowwin,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Tsowwin,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,2,2,32,1,1,1
Tsowwin,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,0,0,0,0,0,0,0
Tsowwin,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,2,2,32,1,1,1
Tsowwin,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,0,0,0,0,0,0,0
Tsowwin,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,0,0,0,0,0,0,0
Tsowwin,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Tsowwin,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,1,2,2,32,1,1,1
Tsowwin,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,0,0,0,0,0,0,0
Tsowwin,LF44: Mortality or fitness reduction as a result of poor pH levels,44,0,0,0,0,0,0,0
Tsowwin,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Tsowwin,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Tsowwin,LF47: Mortality or fitness reduction due to elevated predation,47,1,2,2,32,1,1,1
Tsowwin,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,2,2,32,1,1,1
Tsowwin,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,0,0,0,0,0,0,0
Tsowwin,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,3,3,41,1,2,2
Tsowwin,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,0,0,0,0,0,0,0
Tsowwin,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,3,3,41,1,2,2
Tsowwin,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,0,0,0,0,0,0,0
Tsowwin,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,0,0,0,0,0,0,0
Tsowwin,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,0,0,0,0,0,0,0
Tsowwin,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,0,0,0,0,0,0,0
Tsowwin,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,0,0,0,0,0,0,0
Tsowwin,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,0,0,0,0,0,0,0
Tsowwin,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,0,0,0,0,0,0,0
Tsowwin,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,0,0,0,0,0,0,0
Tsowwin,LF63: Mortality or fitness reduction as a result of poor pH levels,63,0,0,0,0,0,0,0
Tsowwin,LF64: Mortality or fitness reduction due to increases in salinity,64,0,0,0,0,0,0,0
Tsowwin,LF65: Mortality or fitness reduction due to deleterious substances,65,0,0,0,0,0,0,0
Tsowwin,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Tsowwin,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Tsowwin,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Tsowwin,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,0,0,0,0,0,0,0
Tsowwin,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Sucwoa,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Sucwoa,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,0
Sucwoa,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Sucwoa,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,1,1,31,1,1,1
Sucwoa,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Sucwoa,LF9: Mortality or fitness reduction due to fishing,9,1,1,1,31,1,1,1
Sucwoa,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,1,1,1,31,1,1,1
Sucwoa,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Sucwoa,LF13: Mortality or fitness reduction as a result of poor pH levels,13,0,0,0,0,0,0,0
Sucwoa,LF14: Mortality or fitness reduction as a result of changes to salinity,14,0,0,0,0,0,0,0
Sucwoa,LF15: Mortality or fitness reduction due to deleterious substances,15,0,0,0,0,0,0,0
Sucwoa,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Sucwoa,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Sucwoa,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Sucwoa,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF20: Mortality or fitness reduction due to redd overspawn,20,1,1,1,31,1,1,1
Sucwoa,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Sucwoa,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Sucwoa,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,0,0,0,0,0,0,0
Sucwoa,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,0,0,0,0,0,0,0
Sucwoa,LF28: Mortality or fitness reduction as a result of poor pH levels,28,0,0,0,0,0,0,0
Sucwoa,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Sucwoa,LF30: Mortality or fitness reduction as a result of elevated predation,30,0,0,0,0,0,0,0
Sucwoa,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Sucwoa,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Sucwoa,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,0,0,0,0,0,0,0
Sucwoa,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Sucwoa,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,4,5,20,55,5,5,25
Sucwoa,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,4,5,20,55,5,5,25
Sucwoa,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,1,1,31,1,1,1
Sucwoa,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,1,1,1,31,1,1,1
Sucwoa,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,0,0,0,0,0,0,0
Sucwoa,LF44: Mortality or fitness reduction as a result of poor pH levels,44,0,0,0,0,0,0,0
Sucwoa,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Sucwoa,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Sucwoa,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Sucwoa,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Sucwoa,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,0,0,0,0,0,0,0
Sucwoa,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,2,4,8,43,3,4,12
Sucwoa,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Sucwoa,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,0,0,0,0,0,0,0
Sucwoa,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Sucwoa,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
